state,date,Rt_mean,Rt_median,Re_price,CPI_1mo,CPI_12mo,Ur_rate
Idaho,11/30/2020,1.021039181,1.021248875,334419,0,0.014,0.043
Idaho,12/31/2020,0.863325595,0.864466811,342294,-0.001,0.015,0.038
Idaho,1/31/2021,0.84033695,0.832184495,350717,0.002,0.014,0.035
Utah,2/29/2020,2.345015405,2.326490371,355665,0.004,0.031,0.025
Utah,3/31/2020,0.894577757,0.892810781,358201,-0.002,0.025,0.025
Utah,4/30/2020,1.085452924,1.084758704,360228,-0.004,0.013,0.101
Utah,5/31/2020,1.073041134,1.070242908,363338,0.001,0.008,0.076
Utah,6/30/2020,0.979382747,0.978573097,366455,0.004,0.012,0.063
Utah,7/31/2020,0.979354863,0.976949585,369959,0.005,0.017,0.054
Utah,8/31/2020,1.10893714,1.108194376,373920,0.003,0.019,0.048
Utah,9/30/2020,1.034165575,1.033805363,378476,0,0.016,0.042
Utah,10/31/2020,1.049089633,1.047051134,383822,0.002,0.012,0.038
Utah,11/30/2020,1.020875018,1.019950374,389388,0,0.014,0.035
Utah,12/31/2020,0.93448822,0.93509778,395882,-0.001,0.015,0.033
Utah,1/31/2021,0.921250179,0.916261904,401529,0.002,0.014,0.031
Arizona,2/29/2020,2.666557149,2.64575118,271808,0.004,0.031,0.049
Arizona,3/31/2020,1.082352399,1.079318576,274114,-0.002,0.025,0.05
Arizona,4/30/2020,1.023777989,1.021944551,277528,-0.004,0.013,0.142
Arizona,5/31/2020,1.224718133,1.222154594,280304,0.001,0.008,0.106
Arizona,6/30/2020,0.94952297,0.948744942,282919,0.004,0.012,0.107
Arizona,7/31/2020,0.835558704,0.833531287,285676,0.005,0.017,0.104
Arizona,8/31/2020,0.980480563,0.979693547,289192,0.003,0.019,0.07
Arizona,9/30/2020,1.112137651,1.113686588,293384,0,0.016,0.069
Arizona,10/31/2020,1.137974136,1.135631042,297926,0.002,0.012,0.068
Arizona,11/30/2020,1.048081108,1.044049165,302958,0,0.014,0.068
Arizona,12/31/2020,0.989778075,0.987766928,308132,-0.001,0.015,0.068
Arizona,1/31/2021,0.960989482,0.956560479,314038,0.002,0.014,0.067
Washington,1/31/2020,1.554545073,1.542580066,418508,0.003,0.029,0.04
Washington,2/29/2020,2.068443479,2.06461063,422052,0.004,0.031,0.041
Washington,3/31/2020,0.882835532,0.87886878,425612,-0.002,0.025,0.053
Washington,4/30/2020,1.002232022,1.00107682,429139,-0.004,0.013,0.163
Washington,5/31/2020,1.164225954,1.163096615,431989,0.001,0.008,0.125
Washington,6/30/2020,1.041675164,1.040332681,435031,0.004,0.012,0.108
Washington,7/31/2020,0.912983197,0.912496198,438713,0.005,0.017,0.108
Washington,8/31/2020,0.999333408,0.998177179,443959,0.003,0.019,0.091
Washington,9/30/2020,1.09727831,1.091461937,449495,0,0.016,0.08
Washington,10/31/2020,1.169574741,1.16802613,455614,0.002,0.012,0.07
Washington,11/30/2020,0.934715383,0.934459122,461376,0,0.014,0.067
Washington,12/31/2020,0.97134141,0.9701399,466865,-0.001,0.015,0.063
Washington,1/31/2021,0.919229346,0.907129713,472028,0.002,0.014,0.06
Oregon,2/29/2020,1.91897097,1.914281842,369111,0.004,0.031,0.035
Oregon,3/31/2020,0.964100347,0.961841737,371158,-0.002,0.025,0.036
Oregon,4/30/2020,0.918595073,0.918335042,373074,-0.004,0.013,0.132
Oregon,5/31/2020,1.320767383,1.320766792,375342,0.001,0.008,0.117
Oregon,6/30/2020,1.07640935,1.075404721,377299,0.004,0.012,0.103
Oregon,7/31/2020,0.920764056,0.919890315,379761,0.005,0.017,0.096
Oregon,8/31/2020,1.055272291,1.052575233,382789,0.003,0.019,0.084
Oregon,9/30/2020,1.066705037,1.064339917,386910,0,0.016,0.075
Oregon,10/31/2020,1.219036217,1.21909657,391030,0.002,0.012,0.07
Oregon,11/30/2020,0.94847662,0.949177796,395599,0,0.014,0.066
Oregon,12/31/2020,0.918457344,0.916111888,399899,-0.001,0.015,0.063
Oregon,1/31/2021,0.871402073,0.857391833,404305,0.002,0.014,0.062
Nevada,2/29/2020,2.317951498,2.296917469,309615,0.004,0.031,0.037
Nevada,3/31/2020,0.946633226,0.942718281,311709,-0.002,0.025,0.064
Nevada,4/30/2020,0.887326931,0.885344638,313552,-0.004,0.013,0.295
Nevada,5/31/2020,1.361115069,1.360979657,314811,0.001,0.008,0.245
Nevada,6/30/2020,1.059287475,1.054296049,315415,0.004,0.012,0.154
Nevada,7/31/2020,0.940009133,0.939171055,316992,0.005,0.017,0.166
Nevada,8/31/2020,1.001750824,1.001223432,319856,0.003,0.019,0.145
Nevada,9/30/2020,1.092514805,1.089362137,323647,0,0.016,0.13
Nevada,10/31/2020,1.12089696,1.120240647,326708,0.002,0.012,0.12
Nevada,11/30/2020,0.989710686,0.985746902,329567,0,0.014,0.087
Nevada,12/31/2020,0.950403119,0.94943711,332267,-0.001,0.015,0.082
Nevada,1/31/2021,0.938334845,0.928249449,335184,0.002,0.014,0.085
California,2/29/2020,2.543753624,2.537658466,572737,0.004,0.031,0.043
California,3/31/2020,1.073588057,1.071352247,576716,-0.002,0.025,0.045
California,4/30/2020,1.030215704,1.030399974,580068,-0.004,0.013,0.16
California,5/31/2020,1.065609577,1.064606308,582013,0.001,0.008,0.156
California,6/30/2020,1.001744681,1.0012835,583826,0.004,0.012,0.141
California,7/31/2020,0.961871476,0.960061997,587595,0.005,0.017,0.132
California,8/31/2020,0.904072247,0.901318661,593560,0.003,0.019,0.123
California,9/30/2020,1.036160078,1.035218688,600506,0,0.016,0.106
California,10/31/2020,1.159515767,1.157292848,607419,0.002,0.012,0.098
California,11/30/2020,1.099775049,1.097408586,614392,0,0.014,0.087
California,12/31/2020,0.8519226,0.850724909,621315,-0.001,0.015,0.093
California,1/31/2021,0.809353862,0.802071494,628079,0.002,0.014,0.09
Alaska,3/31/2020,0.774869193,0.773879863,283698,-0.002,0.025,0.051
Alaska,4/30/2020,1.072380829,1.069267961,280924,-0.004,0.013,0.118
Alaska,5/31/2020,1.247915275,1.245627014,279986,0.001,0.008,0.116
Alaska,6/30/2020,1.256580152,1.2556198,279161,0.004,0.012,0.113
Alaska,7/31/2020,0.938551014,0.936555518,279178,0.005,0.017,0.11
Alaska,8/31/2020,1.094478318,1.092699978,278691,0.003,0.019,0.072
Alaska,9/30/2020,1.20046478,1.199733875,278899,0,0.016,0.07
Alaska,10/31/2020,1.132017637,1.129112268,281413,0.002,0.012,0.065
Alaska,11/30/2020,0.868275517,0.86600801,283939,0,0.014,0.065
Alaska,12/31/2020,0.843503409,0.840881595,286748,-0.001,0.015,0.065
Alaska,1/31/2021,0.806808592,0.798388402,287333,0.002,0.014,0.066
Hawaii,2/29/2020,1.346970931,1.340110354,654160,0.004,0.031,0.021
Hawaii,3/31/2020,0.729452039,0.725908847,654590,-0.002,0.025,0.021
Hawaii,4/30/2020,0.882420712,0.879359605,656212,-0.004,0.013,0.219
Hawaii,5/31/2020,1.39645655,1.394831528,658465,0.001,0.008,0.219
Hawaii,6/30/2020,1.191593912,1.185697355,660715,0.004,0.012,0.141
Hawaii,7/31/2020,1.138355532,1.134494744,661758,0.005,0.017,0.141
Hawaii,8/31/2020,0.906657223,0.904264887,662996,0.003,0.019,0.141
Hawaii,9/30/2020,1.036117647,1.022117643,665647,0,0.016,0.148
Hawaii,10/31/2020,1.061215278,1.012197331,669306,0.002,0.012,0.103
Hawaii,11/30/2020,1.086667209,1.027057044,674269,0,0.014,0.103
Hawaii,12/31/2020,1.113640755,1.030809748,679433,-0.001,0.015,0.103
Hawaii,1/31/2021,1.122314804,1.031299092,684721,0.002,0.014,0.103
