date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-08-23,Alabama,173,1.0204722679698162,1.0184353095701977,0.9470093656952198,1.1018449166114823,1164.9083736576456,1092.1439369978457,784.8176927286501,528.0,5387.0,5387.0,528.0,2.0
2020-08-23,Alaska,168,1.0427565562262149,1.0411435788223695,0.9758761004411992,1.1252436874258998,63.13119070473834,66.65235559041406,67.67638246112394,66.0,1153.0,1153.0,66.0,1.0
2020-08-23,Arizona,180,0.9556057140838669,0.9525526419643252,0.8841404287312998,1.0273281030219306,880.0809184569846,1191.3733107573628,454.09443524125305,208.0,6735.0,7824.0,208.0,15.0
2020-08-23,Arkansas,174,0.9866125839095764,0.9850611261967924,0.9148305634143304,1.0773569342079623,661.0494327543141,767.0518263619058,610.6415806422309,375.0,6562.0,12235.0,375.0,13.0
2020-08-23,California,180,0.882080340970801,0.8810129928236675,0.8135978473051018,0.9399637867544478,7063.386807364817,9654.838394128596,11225.55047703553,6777.0,104679.0,104679.0,6777.0,146.0
2020-08-23,Colorado,180,1.0871446887213243,1.0867961623740352,1.001313089937899,1.1525784100007228,481.60724612276925,498.2015834932962,0.0,0.0,0.0,8444.0,260.0,0.0
2020-08-23,Connecticut,178,1.0733580397351083,1.0764213277216752,0.9821585751550934,1.1581770052407925,154.40470533875353,147.6036422961493,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-23,Delaware,175,1.1597802653454967,1.1604450927807048,1.068294314820943,1.241385839844536,91.01216189769512,80.86492134922837,67.50167713129677,67.0,1969.0,3293.0,67.0,0.0
2020-08-23,District of Columbia,178,0.9666039411330783,0.9657486855865484,0.8969884944785671,1.0356451739122905,50.6193667852306,57.84360628197828,51.87480743888176,56.0,3606.0,3606.0,56.0,0.0
2020-08-23,Florida,183,0.9792037430773743,0.9777807893919714,0.9010323481178324,1.0309289377973896,4277.24256599725,5091.435222729728,4255.833168065556,3004.0,26812.0,52380.0,3004.0,51.0
2020-08-23,Georgia,179,0.93108615320843,0.92830384027685,0.859462804202044,1.0053438156345529,1892.8526996985809,2248.171864379765,1603.5878569513604,1727.0,22714.0,22714.0,1727.0,40.0
2020-08-23,Hawaii,177,0.8705655207764913,0.8649277840940284,0.7929065753866738,0.9306761342081296,0.0001058795202127,0.0018554245886514,244.59116287302768,284.0,2634.0,4390.0,284.0,1.0
2020-08-23,Idaho,172,1.0471792959874584,1.0471132643677676,0.969317167040633,1.1304952391866387,339.23147683950174,363.1825088025712,520.6387131011531,293.0,1427.0,1400.0,293.0,2.0
2020-08-23,Illinois,181,0.942849772399607,0.9416195325774688,0.8739689176161545,1.0191926469544974,2178.0587232905773,2300.226217661512,1848.5780092191212,1893.0,54351.0,54351.0,1893.0,6.0
2020-08-23,Indiana,178,0.9874406577910096,0.9875821834240236,0.9224871077584548,1.053765802001449,890.1672568642173,964.915888392959,837.9446427439824,615.0,8156.0,9088.0,615.0,2.0
2020-08-23,Iowa,177,0.9739863214202676,0.9719057163330678,0.8999568330658713,1.033140382280221,633.0666549270428,585.1881763849268,613.9219377249252,540.0,3621.0,3621.0,540.0,5.0
2020-08-23,Kansas,178,1.0163405532982657,1.01387379232805,0.9219607100164304,1.0832432573048107,667.1998240924779,648.9423433776423,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-23,Kentucky,179,0.9852826714845728,0.9829671233439848,0.9081718888245136,1.064942292352527,600.5603440589563,668.2016718025097,0.0,0.0,0.0,0.0,1264.0,17.0
2020-08-23,Louisiana,177,0.9200185227298197,0.9190916211891268,0.8447684900069645,0.9818896632845108,815.5495414807532,1006.3220398393184,1031.195115937475,1223.0,25031.0,25031.0,1223.0,59.0
2020-08-23,Maine,174,0.976424444430624,0.9742538688520436,0.9072652345986542,1.0644153812299335,26.381752331693047,30.121474780235896,33.88825550515961,18.0,3950.0,3950.0,18.0,1.0
2020-08-23,Maryland,180,1.0749767047077154,1.0742846205334238,0.9942202274812314,1.137206741060583,498.1698844543142,451.32042429374593,442.3921113441048,579.0,12455.0,21141.0,579.0,6.0
2020-08-23,Massachusetts,173,1.0991235390571916,1.0986564954327145,1.027905468567396,1.1787450949273397,231.3034686367292,259.1449027551321,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-23,Michigan,184,1.0056879538479857,1.003712858805251,0.9245670532775953,1.084035168857991,966.6966299301976,972.3136257185456,433.7390116521469,764.0,74433.0,74433.0,764.0,4.0
2020-08-23,Minnesota,179,0.9823424663958512,0.9773236429141394,0.9061208439279036,1.0576233863513107,1063.1178300341694,1042.4397966536976,1063.5488696617333,717.0,9064.0,16941.0,717.0,6.0
2020-08-23,Mississippi,174,0.9136833758072412,0.9113543860481989,0.8267351038195667,0.9854922317809588,459.8139586574905,601.0463649944917,0.0,0.0,0.0,626.0,626.0,3.0
2020-08-23,Missouri,178,0.9992581372894698,0.995759279776629,0.924477400010186,1.0865096896193958,1020.0012936114726,1044.1216513126742,692.0868075361052,818.0,10139.0,21555.0,818.0,1.0
2020-08-23,Montana,174,1.05354443511467,1.0523404183314309,0.9605290163476852,1.1356286404513765,174.736662871355,172.87915596195904,89.49303441556349,53.0,1033.0,1033.0,53.0,0.0
2020-08-23,Nebraska,179,1.027867449389855,1.0251869176227593,0.9555238574125812,1.09847990809474,333.8932958732173,327.3228342108548,289.60221679427934,154.0,1779.0,2688.0,154.0,0.0
2020-08-23,Nevada,180,0.8924929104598136,0.8926327231008268,0.8269134754622309,0.9619234226560386,497.8297177165112,722.8743255377788,633.5309278007186,532.0,4103.0,3779.0,532.0,0.0
2020-08-23,New Hampshire,178,1.1179174856414993,1.117006283941772,1.0198829402080791,1.2069577925825474,31.45790047776195,30.93751289222852,23.64740086935356,15.0,1389.0,2466.0,15.0,0.0
