date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-04-27,Alabama,55,1.0575843476051692,1.0568549933255893,0.981969547173844,1.1397598898149008,557.3337980228724,591.2663908143868,810.9564838354653,229.0,446.0,446.0,229.0,6.0
2020-04-27,Alaska,50,0.9990248745971528,0.9998849075972602,0.9052549605278748,1.0740534353732938,2.3936506970945293,3.8031569679988526,4.101598937037815,4.0,79.0,79.0,4.0,0.0
2020-04-27,Arizona,62,1.021319940001062,1.0177921332881743,0.9582472728330566,1.1055850923129595,924.2125876847496,892.6259318414511,614.0593895107552,190.0,1732.0,892.0,190.0,0.0
2020-04-27,Arkansas,56,1.1201763816471595,1.114295886786158,1.0269800378433047,1.21601174982737,179.83377222768047,172.90452123190346,142.24259509341567,76.0,988.0,988.0,76.0,1.0
2020-04-27,California,62,1.0279386941201003,1.0286298447710391,0.9531310756284276,1.0991022315246686,6179.425062539357,6025.581517524322,4764.772426524424,1300.0,27325.0,27325.0,1300.0,45.0
2020-04-27,Colorado,62,0.8759564703932695,0.8773206301180408,0.8140993188402379,0.9363563683529093,900.5545786044669,1132.7620796434758,1161.1296348332662,438.0,3067.0,2659.0,438.0,26.0
2020-04-27,Connecticut,60,0.782388204049391,0.780843279727979,0.7222067629594315,0.8517728933587789,607.7341063689752,988.0677759928476,0.0,0.0,0.0,0.0,0.0,74.0
2020-04-27,Delaware,57,0.7723005908845331,0.7725039542081007,0.7072451343829976,0.8271597779398949,303.8769518828506,482.4922618224708,474.4378636736438,128.0,367.0,1048.0,128.0,13.0
2020-04-27,District of Columbia,60,0.9127260240431352,0.9121688480360522,0.8455941636926437,0.9807603380619748,283.1285437159748,302.66608486589814,92.38542315671472,51.0,348.0,348.0,51.0,7.0
2020-04-27,Florida,65,0.8998379830618145,0.8983571987070276,0.8257316609890081,0.964826508401216,1350.6397005354104,2212.588932510661,1688.5905168619752,519.0,11675.0,8877.0,519.0,7.0
