date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-10-04,Alabama,215,1.096858178711854,1.0945331932667393,1.0068930758988703,1.1776131042652078,1147.3935130113357,1066.905716536917,965.565902770648,789.0,6543.0,6473.0,789.0,0.0
2020-10-04,Alaska,210,1.1973029656086611,1.1942953028100338,1.0945213817307249,1.274165947596072,195.65401500052903,132.58365301319387,144.58136253058294,141.0,3562.0,3562.0,141.0,0.0
2020-10-04,Arizona,222,1.1174726579038348,1.1171155113646851,1.0371430651689544,1.1886828312139546,1129.8031321683036,997.5125268914323,652.3043142935378,355.0,8002.0,10587.0,355.0,1.0
2020-10-04,Arkansas,216,1.0771655482256468,1.0730939427462258,0.9930183056120808,1.1647293235271932,803.8083521994345,755.5792779253758,682.7025104167122,488.0,7638.0,7605.0,488.0,18.0
2020-10-04,California,222,1.0604276865293494,1.0565721047100785,0.9961766853853136,1.1478836817219114,4701.551539359812,4812.068253770289,4612.005064169143,4293.0,161399.0,161399.0,4293.0,46.0
2020-10-04,Colorado,222,1.2174158592984077,1.2158350166057064,1.1337887604779573,1.304016533209782,974.1671029859036,740.6628190314036,620.4731572065326,521.0,8424.0,16204.0,521.0,8.0
2020-10-04,Connecticut,220,1.2481235664508556,1.2433127138802271,1.141375941879046,1.3499220263435048,401.6110638799137,292.1683246407187,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,Delaware,217,1.0667320252003067,1.0614303137742689,0.994535450653362,1.1517646090380054,117.63278333843252,130.6902826229375,143.52036263843036,118.0,1631.0,4602.0,118.0,0.0
2020-10-04,District of Columbia,220,1.0783580528639114,1.073683621786872,0.9938383424518872,1.1565893912589071,43.82393997642526,43.35879242066506,67.51181238020925,46.0,2276.0,2276.0,46.0,2.0
2020-10-04,Florida,225,1.0479142450307186,1.0483068647871463,0.9665175487462386,1.1145522310276492,3897.615085899341,3967.843686212,3336.3569802291445,1786.0,20334.0,49430.0,1786.0,42.0
2020-10-04,Georgia,221,1.054389187055492,1.0537278998044115,0.988492257332204,1.1377445838593934,1371.2110868224136,1380.6644655688715,1036.372239865833,847.0,17237.0,17237.0,847.0,28.0
2020-10-04,Hawaii,219,1.0386743251152928,1.0235526124869172,0.7857828512175856,1.2464321348160043,8.717876541781642e-05,0.0011613078865398,155.8419882726196,133.0,1936.0,4982.0,133.0,11.0
2020-10-04,Idaho,214,1.086198080951882,1.0865964984724752,0.9962954677411038,1.1525420417688086,647.6098246024742,556.1094324459552,578.1577845523145,464.0,2035.0,1928.0,464.0,6.0
2020-10-04,Illinois,223,1.1874073905985782,1.186098909169886,1.109649069308214,1.2699382808750477,2726.982592470428,2062.104085847937,1492.9303546803146,1453.0,51656.0,51656.0,1453.0,17.0
2020-10-04,Indiana,220,1.1221551056375032,1.121178572731897,1.0509117131703674,1.1941390804425462,1884.2918614917817,1489.4198494629925,1259.8503146312723,1087.0,9588.0,8383.0,1087.0,5.0
2020-10-04,Iowa,219,1.1646853625347964,1.163225750417003,1.0742037482605624,1.23779395810323,838.1564196903474,728.1317256126297,605.2246301733658,626.0,4258.0,4258.0,626.0,5.0
2020-10-04,Kansas,220,1.148601640230677,1.1447044878279242,1.0575549662826649,1.239208271572279,891.6176486957661,772.1010085020218,0.0,0.0,0.0,0.0,0.0,0.0
