date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-09-09,AK,185,1.1557340435681422,1.154765572724804,1.079874981826107,1.2503949398640175,82.72819340270641,69.2440865894005,66.65098272686447,65.0,281.0,281.0,65.0,0.0
2020-09-09,AL,190,0.9470665306832,0.9435689678326824,0.8813496559292596,1.0164581438932103,1041.812683550717,1226.944340054164,1081.5883699381636,811.0,6004.0,5894.0,811.0,8.0
2020-09-09,AR,191,1.023082967691367,1.0193912290559062,0.934841779538236,1.1019892656450816,661.4522982093417,697.9995837909419,0.0,0.0,0.0,0.0,498.0,11.0
2020-09-09,AZ,197,1.0217145567258934,1.0197835946047389,0.9478207560633508,1.0965971940349308,812.8405692696448,931.263293319378,1603.0181957754446,496.0,2598.0,18766.0,496.0,30.0
2020-09-09,CA,197,0.9411025115700924,0.9394812826285038,0.8637288466570903,1.0035971803378745,5036.665364685531,6638.044332373655,3694.206972363063,1616.0,75849.0,75849.0,1616.0,83.0
2020-09-09,CO,197,1.0265785223682244,1.0246353701300372,0.9581405932022726,1.1040593305652682,624.045187287093,561.6572069368609,652.1413017556703,246.0,3111.0,5297.0,246.0,4.0
2020-09-09,CT,195,1.0943985957615932,1.0934062088863974,0.9980148082484394,1.1806625202748895,196.71645329870896,181.6172777016988,115.61994215147584,89.0,5960.0,5960.0,89.0,0.0
2020-09-09,DC,195,0.9572627588889098,0.957817818196318,0.8938629118143884,1.0292429047742369,43.66862284016443,50.84390078743954,45.28697213564446,25.0,1062.0,1062.0,25.0,4.0
2020-09-09,DE,192,1.0082985451650943,1.0073656426913962,0.9317312551385027,1.0795357253121092,127.20630171756912,114.37445721512285,0.0,0.0,0.0,2572.0,0.0,0.0
2020-09-09,FL,200,0.9680105742720928,0.9652785726921578,0.9062565450205748,1.0362305499130915,3842.017556392048,4493.248623515702,5307.760967121399,2006.0,14356.0,38874.0,2006.0,202.0
2020-09-09,GA,196,0.931434603656864,0.9272303291693444,0.8603003850464347,1.0039533456478398,1454.9493135878506,1837.095903242393,2560.833239725888,1937.0,15953.0,15953.0,1937.0,58.0
2020-09-09,HI,194,0.9791056063342022,0.976147425815717,0.8927939910492354,1.073347929827329,7.588756353281189e-05,0.001398744307373,428.22335345313456,197.0,905.0,1244.0,197.0,2.0
